"","Year","Month","GEO","Value"
"109",2001," Jan","Greater.Montreal"," $118.76"
"110",2001," Feb","Greater.Montreal"," $116.69"
"111",2001," Mar","Greater.Montreal"," $115.81"
"112",2001," Apr","Greater.Montreal"," $118.64"
"113",2001," May","Greater.Montreal"," $133.57"
"114",2001," Jun","Greater.Montreal"," $164.56"
"115",2001," Jul","Greater.Montreal"," $141.29"
"116",2001," Aug","Greater.Montreal"," $138.3"
"117",2001," Sep","Greater.Montreal"," $134.49"
"118",2001," Oct","Greater.Montreal"," $131.82"
"119",2001," Nov","Greater.Montreal"," $123.96"
"120",2001," Dec","Greater.Montreal"," $116.76"
"121",2001," Jan","Greater.Quebec.City"," $104.38"
"122",2001," Feb","Greater.Quebec.City"," $118.73"
"123",2001," Mar","Greater.Quebec.City"," $107.81"
"124",2001," Apr","Greater.Quebec.City"," $139.43"
"125",2001," May","Greater.Quebec.City"," $129.2"
"126",2001," Jun","Greater.Quebec.City"," $151.81"
"127",2001," Jul","Greater.Quebec.City"," $168.18"
"128",2001," Aug","Greater.Quebec.City"," $171.58"
"129",2001," Sep","Greater.Quebec.City"," $155.66"
"130",2001," Oct","Greater.Quebec.City"," $142.13"
"131",2001," Nov","Greater.Quebec.City"," $110.58"
"132",2001," Dec","Greater.Quebec.City"," $116.07"
"133",2001," Jan","Greater.Toronto.Area"," $119.19"
"134",2001," Feb","Greater.Toronto.Area"," $121.41"
"135",2001," Mar","Greater.Toronto.Area"," $121.03"
"136",2001," Apr","Greater.Toronto.Area"," $129.91"
"137",2001," May","Greater.Toronto.Area"," $133.29"
"138",2001," Jun","Greater.Toronto.Area"," $138.64"
"139",2001," Jul","Greater.Toronto.Area"," $129.89"
"140",2001," Aug","Greater.Toronto.Area"," $131.38"
"141",2001," Sep","Greater.Toronto.Area"," $132.89"
"142",2001," Oct","Greater.Toronto.Area"," $135.33"
"143",2001," Nov","Greater.Toronto.Area"," $123.05"
"144",2001," Dec","Greater.Toronto.Area"," $116"
"145",2001," Jan","Greater.Vancouver"," $98.88"
"146",2001," Feb","Greater.Vancouver"," $100.75"
"147",2001," Mar","Greater.Vancouver"," $105.91"
"148",2001," Apr","Greater.Vancouver"," $103.88"
"149",2001," May","Greater.Vancouver"," $124.87"
"150",2001," Jun","Greater.Vancouver"," $141.11"
"151",2001," Jul","Greater.Vancouver"," $147.04"
"152",2001," Aug","Greater.Vancouver"," $143.75"
"153",2001," Sep","Greater.Vancouver"," $130.43"
"154",2001," Oct","Greater.Vancouver"," $109.07"
"155",2001," Nov","Greater.Vancouver"," $99.07"
"156",2001," Dec","Greater.Vancouver"," $94.23"
"157",2001," Jan","GTA.East.North"," $105.09"
"158",2001," Feb","GTA.East.North"," $106.08"
"159",2001," Mar","GTA.East.North"," $105.43"
"160",2001," Apr","GTA.East.North"," $107.2"
"161",2001," May","GTA.East.North"," $104"
"162",2001," Jun","GTA.East.North"," $104.58"
"163",2001," Jul","GTA.East.North"," $104.3"
"164",2001," Aug","GTA.East.North"," $108.07"
"165",2001," Sep","GTA.East.North"," $110.08"
"166",2001," Oct","GTA.East.North"," $109.38"
"167",2001," Nov","GTA.East.North"," $107.76"
"168",2001," Dec","GTA.East.North"," $104.41"
"169",2001," Jan","GTA.West"," $101.84"
"170",2001," Feb","GTA.West"," $101.36"
"171",2001," Mar","GTA.West"," $100.39"
"172",2001," Apr","GTA.West"," $101.78"
"173",2001," May","GTA.West"," $99.12"
"174",2001," Jun","GTA.West"," $101.42"
"175",2001," Jul","GTA.West"," $96.33"
"176",2001," Aug","GTA.West"," $98.5"
"177",2001," Sep","GTA.West"," $98.64"
"178",2001," Oct","GTA.West"," $98.21"
"179",2001," Nov","GTA.West"," $100.24"
"180",2001," Dec","GTA.West"," $96.33"
"181",2001," Jan","Halifax.Dartmouth"," $93"
"182",2001," Feb","Halifax.Dartmouth"," $94.02"
"183",2001," Mar","Halifax.Dartmouth"," $96.2"
"184",2001," Apr","Halifax.Dartmouth"," $98.83"
"185",2001," May","Halifax.Dartmouth"," $114.29"
"186",2001," Jun","Halifax.Dartmouth"," $124.37"
"187",2001," Jul","Halifax.Dartmouth"," $120.91"
"188",2001," Aug","Halifax.Dartmouth"," $119.68"
"189",2001," Sep","Halifax.Dartmouth"," $124.59"
"190",2001," Oct","Halifax.Dartmouth"," $120.03"
"191",2001," Nov","Halifax.Dartmouth"," $101.96"
"192",2001," Dec","Halifax.Dartmouth"," $91.89"
"193",2001," Jan","Hamilton...Brantford"," $86.84"
"194",2001," Feb","Hamilton...Brantford"," $89.64"
"195",2001," Mar","Hamilton...Brantford"," $89.48"
"196",2001," Apr","Hamilton...Brantford"," $88.4"
"197",2001," May","Hamilton...Brantford"," $86.03"
"198",2001," Jun","Hamilton...Brantford"," $89.49"
"199",2001," Jul","Hamilton...Brantford"," $82.48"
"200",2001," Aug","Hamilton...Brantford"," $80.51"
"201",2001," Sep","Hamilton...Brantford"," $82.24"
"202",2001," Oct","Hamilton...Brantford"," $86.5"
"203",2001," Nov","Hamilton...Brantford"," $86.83"
"204",2001," Dec","Hamilton...Brantford"," $89.92"
"205",2001," Jan","Kingston"," $76.52"
"206",2001," Feb","Kingston"," $78.72"
"207",2001," Mar","Kingston"," $82.15"
"208",2001," Apr","Kingston"," $81.56"
"209",2001," May","Kingston"," $102.12"
