Year, Month, Canada, British Columbia, Manitoba, New Brunswick, Nova Scotia, Ontario, Quebec, Saskatchewan, Newfoundland, 
2009, Sep,$88.37,$91.67,$76.50,$70.61,$93.50,$86.11,$89.04,$83.58,$109.78, 
2009, Oct,$75.34,$66.75,$74.34,$61.73,$77.19,$74.85,$86.98,$88.27,$86.51, 
2009, Nov,$64.57,$54.84,$67.99,$53.91,$58.07,$65.37,$63.95,$87.71,$70.62, 
2009, Dec,$51.35,$53.09,$51.16,$35.33,$38.78,$48.32,$54.97,$65.04,$47.27, 
2010, Jan,$54.34,$59.15,$55.79,$38.72,$39.65,$50.77,$55.31,$70.93,$52.60, 
2010, Feb,$79.70,$143.07,$68.53,$51.02,$52.45,$60.62,$69.48,$81.11,$63.19, 
2010, Mar,$69.13,$74.59,$70.97,$55.18,$68.16,$64.35,$66.81,$87.61,$67.11, 
2010, Apr,$68.06,$65.78,$67.21,$52.30,$63.51,$69.02,$66.25,$82.01,$79.19, 
2010, May,$76.02,$80.70,$78.65,$60.51,$73.89,$73.62,$81.40,$82.64,$91.51, 
2010, Jun,$93.66,$89.95,$92.04,$64.82,$89.09,$93.39,$111.74,$88.61,$115.40, 
2010, Jul,$92.29,$106.43,$79.65,$86.22,$92.94,$83.96,$93.59,$87.65,$119.94, 
2010, Aug,$94.03,$108.83,$72.90,$85.32,$96.50,$86.79,$106.73,$84.77,$106.34, 
2010, Sep,$91.93,$92.19,$81.44,$74.39,$104.98,$90.50,$100.74,$89.72,$101.15, 
2010, Oct,$79.37,$73.30,$76.75,$64.07,$78.79,$81.27,$90.11,$90.21,$94.41, 
2010, Nov,$69.95,$56.28,$76.14,$56.14,$64.77,$74.82,$75.77,$93.83,$89.11, 
2010, Dec,$53.66,$52.86,$54.22,$35.83,$39.25,$51.26,$63.42,$60.62,$50.27, 
2011, Jan,$55.04,$52.20,$57.74,$39.73,$41.58,$54.31,$58.57,$70.64,$50.39, 
2011, Feb,$68.79,$64,$69.70,$52.15,$68.01,$66.13,$78.94,$76.58,$64.50, 
2011, Mar,$70.82,$67.12,$72.46,$55.55,$62.88,$68.75,$72.42,$86.69,$69.49, 
2011, Apr,$68.03,$67.62,$68.74,$50.66,$61.83,$66.67,$67.67,$83.86,$70.53, 
2011, May,$81.23,$91.44,$81.93,$60.87,$71.25,$75.21,$91.53,$85.98,$95.76, 
2011, Jun,$91.73,$95.78,$86.46,$66.50,$87.18,$85.30,$109.75,$88.96,$119.43, 
2011, Jul,$95.23,$109.60,$79.01,$83.96,$92.79,$83.95,$105.13,$87.68,$126.58, 
2011, Aug,$94.34,$111.30,$79.07,$83.47,$96.69,$84.48,$102.84,$84.53,$127.82, 
2011, Sep,$96,$95.77,$81.28,$69.59,$96.02,$97.91,$99.07,$91.11,$119.12, 
2011, Oct,$80.99,$65.64,$79.87,$61.92,$76.97,$84.55,$93.62,$90.53,$99.01, 
2011, Nov,$73.14,$59.28,$79.70,$56.14,$64.77,$74.82,$75.77,$94.89,$89.11, 
2011, Dec,$55.84,$54.46,$57.31,$36.02,$41.31,$51.84,$63.44,$64.77,$56.40, 
2012, Jan,$58.72,$55.28,$60.45,$43.05,$44.25,$56.54,$61.28,$73.14,$58.13, 
2012, Feb,$71.33,$66.36,$73.70,$51.25,$56.85,$67.36,$80.39,$80.16,$70.92, 
2012, Mar,$74.11,$72.12,$75.68,$55.60,$66.73,$70.62,$71.74,$89.61,$78.92, 
2012, Apr,$70.37,$71.53,$66.91,$49.94,$62.45,$66.37,$69.34,$84.14,$80.42, 
2012, May,$83.63,$85.59,$74.82,$61.68,$79.52,$80.94,$87.33,$87.41,$108.31, 
2012, Jun,$93.51,$88.35,$82.33,$63.42,$85.95,$87.94,$113.59,$98.32,$117.68, 
2012, Jul,$97.38,$105.83,$75.22,$77.98,$95.73,$89.84,$94.51,$87.17,$119.98, 
2012, Aug,$100.95,$114.21,$72.52,$86.09,$103.86,$92.66,$107.71,$85.33,$119.98, 
2012, Sep,$96.74,$93.15,$79.89,$68.58,$95.91,$96.49,$99.54,$96.10,$118.28, 
2012, Oct,$82.71,$69.29,$77.38,$62.48,$79.60,$82.58,$95.54,$94.39,$99.70, 
2012, Nov,$73.96,$55.30,$78.98,$53.12,$64.23,$76.97,$73.08,$95.69,$90.20, 
2012, Dec,$57.32,$55.94,$53.25,$34.80,$40.94,$52.60,$65.67,$64.20,$61.23, 
2013, Jan,$60.15,$55.95,$60.42,$39.66,$43.20,$57.44,$59.29,$74.25,$66.14, 
2013, Feb,$72.55,$66.28,$71.59,$48.57,$54.65,$67.78,$79.58,$86.72,$79.29, 
2013, Mar,$73.73,$68.48,$69.68,$51.45,$63.95,$69,$74.09,$89.07,$79.32, 
2013, Apr,$75.23,$67.70,$71.05,$56.94,$64.23,$73.34,$73.62,$90.99,$89.65, 
2013, May,$84.65,$83.44,$72.36,$57.04,$72.24,$82.01,$90.99,$93.78,$102.95, 
2013, Jun,$96.13,$101.47,$84.54,$65.14,$81.16,$89.87,$110.78,$95.78,$120.65, 
2013, Jul,$99.19,$113,$68.55,$79.85,$91.42,$87.92,$98.84,$86.67,$126.77, 
2013, Aug,$107.32,$126.47,$72.27,$87.12,$98.34,$96.51,$116.81,$90.61,$134.62, 
2013, Sep,$99.45,$103.45,$76,$69.90,$90.72,$95.97,$96.96,$93.44,$123.61, 
2013, Oct,$86.85,$72.10,$73.92,$62.18,$79.55,$86.67,$98.07,$97.10,$110.78, 
2013, Nov,$77.25,$60.01,$70.78,$57.46,$64.69,$77.31,$76.64,$100.10,$98, 
2013, Dec,$62.31,$61.68,$56.19,$35.35,$43.61,$58.21,$68.03,$64.08,$58.39, 
2014, Jan,$63.68,$62.04,$57.25,$40.41,$46,$60.45,$62.92,$71.83,$57.70, 
2014, Feb,$75.42,$72.73,$66.90,$49.84,$57.77,$70.20,$82.99,$81.10,$69.65, 
2014, Mar,$77.28,$74.65,$73.04,$54.18,$61.63,$73.74,$74.39,$84.09,$74.58, 
2014, Apr,$78.40,$75.76,$68.29,$54.16,$65.52,$76.68,$74.14,$85.25,$82.07, 
2014, May,$91.22,$95.21,$70.68,$60.20,$77.73,$87.38,$102.45,$87.02,$92.48, 
2014, Jun,$103.26,$108.26,$79.83,$66.95,$86.61,$96.21,$119.87,$91.16,$126.94, 
2014, Jul,$106.07,$121.77,$76.03,$85.93,$92.62,$94.04,$111.24,$91.01,$129.43, 
2014, Aug,$118.48,$141.46,$81.19,$96.58,$104.40,$107.66,$134.01,$86.77,$143.71, 
2014, Sep,$106.24,$106.59,$83.25,$68.56,$96.28,$105.62,$111.40,$89.23,$124.48, 
2014, Oct,$92.12,$78.63,$85,$59.51,$83.71,$92.96,$104.25,$97.29,$113.41, 
2014, Nov,$80.19,$69.15,$77.62,$51.78,$65.90,$79.79,$81.77,$92.44,$95.68, 
2014, Dec,$65.53,$68.97,$57.78,$34.57,$41.94,$60.42,$75.41,$63.98,$59.08, 
2015, Jan,$65.18,$69.27,$60.82,$36.76,$43.14,$61.86,$65.93,$66.57,$64.03, 
2015, Feb,$78.17,$81.42,$72.98,$45.69,$56.92,$74.27,$88.29,$75.75,$74.30, 
2015, Mar,$78.40,$81.34,$74.55,$49.09,$67.73,$77.10,$79.06,$74.08,$74.80, 
2015, Apr,$79.78,$79.66,$71.31,$51.65,$69.80,$80.12,$84.84,$80.37,$87.53, 
2015, May,$92.98,$103.59,$76.04,$62.31,$75.56,$93.62,$103.68,$79.37,$92.15, 
2015, Jun,$111.32,$131.38,$95.93,$78.26,$88.40,$105.46,$130.61,$87.52,$120.64, 
2015, Jul,$116.65,$150.17,$76.14,$93.06,$101.37,$106.02,$124.15,$86.99,$127.53, 
2015, Aug,$121.32,$155.40,$77.78,$96.99,$113.74,$115.75,$135.21,$78.06,$138.56, 
2015, Sep,$113.34,$123.66,$80.71,$79.45,$111.55,$119.47,$121.62,$86.74,$118.10, 
2015, Oct,$93.78,$87.99,$79.55,$63.93,$88.22,$101.37,$113.47,$84.30,$103.85, 
2015, Nov,$77.72,$69.02,$83.41,$56.68,$71.06,$85.34,$82.48,$78.74,$84.36, 
2015, Dec,$65.94,$77.12,$57.63,$38.15,$49.45,$64.79,$79.28,$54.97,$55.80, 
2016, Jan,$64.77,$73.91,$61.18,$38.31,$49.86,$66.92,$69.30,$58.28,$51.50, 
2016, Feb,$79.62,$89.16,$73.41,$46.63,$57.60,$83.45,$94.13,$66.22,$62.89, 
2016, Mar,$79.60,$97.48,$73.73,$50.32,$67.03,$79.24,$85.77,$65.64,$70.72, 
2016, Apr,$83.01,$96.25,$74.76,$61.26,$79.41,$88.25,$86.89,$72.68,$76.37, 
2016, May,$94.70,$108.87,$78.31,$65.93,$80.97,$100.31,$106.97,$70.83,$89.04, 
2016, Jun,$109.82,$134,$91.38,$78.02,$101,$106.75,$130.50,$76.20,$130.71, 
2016, Jul,$128.62,$166.13,$78.23,$101.53,$114.57,$129.20,$141.30,$71.13,$128.96, 
2016, Aug,$124.66,$162.13,$78.44,$107.27,$124.04,$122.47,$148.34,$67.27,$126.17, 
2016, Sep,$120.45,$139.09,$81.34,$85.51,$120.78,$131.87,$137.48,$70.92,$120.77, 
2016, Oct,$95.32,$94.37,$89.23,$69.78,$85.27,$107.94,$122.03,$69.93,$92.44, 
2016, Nov,$82.23,$77.17,$80.16,$61.51,$74.21,$94.68,$90.49,$71.07,$82.34, 
2016, Dec,$68.64,$87.05,$60.13,$40.65,$49.74,$69.25,$85.86,$47.77,$50.64, 
2017, Jan,$68.12,$81.32,$64.90,$45.99,$47.64,$71,$79.74,$51.09,$51.89, 
2017, Feb,$81.18,$96.45,$76.98,$51.67,$60.70,$82.79,$99.98,$58.97,$63.27, 
2017, Mar,$85.12,$100.30,$85.31,$59.59,$78.82,$88.19,$91.76,$64.41,$84.64, 
2017, Apr,$86.84,$99.72,$78.96,$59.95,$78.95,$95.73,$92,$61.89,$75.48, 
2017, May,$103.87,$123.44,$87.35,$71.35,$98.44,$112.63,$121.84,$66.54,$97.36, 
2017, Jun,$121.31,$149.07,$99.45,$84.16,$112.43,$124.50,$145.19,$72.08,$118.15, 
2017, Jul,$134.75,$179.32,$85.81,$112.61,$137.89,$130.21,$150.35,$70.05,$125.64, 
2017, Aug,$138.79,$185.10,$101.38,$120.82,$147.98,$135.43,$164.42,$67.88,$126.80, 
2017, Sep,$128.68,$152.82,$95.76,$94.03,$133.56,$138.46,$141.60,$73.85,$123.85, 
2017, Oct,$105.73,$105.63,$91.74,$74.26,$102.10,$122.21,$133.54,$71.71,$91.28, 
2017, Nov,$89.20,$83.57,$83.54,$65.11,$82.81,$104.80,$101.55,$69.40,$77.26, 
2017, Dec,$73.68,$94.09,$63.09,$43.65,$53.01,$75.35,$90.29,$47.18,$47, 
2018, Jan,$74.04,$93.34,$67.27,$47.94,$51.20,$78.72,$80.47,$52.57,$46.29, 
2018, Feb,$86.18,$106.50,$79.95,$55.74,$60.66,$89.94,$99.27,$59.56,$54.10, 
2018, Mar,$91.49,$114.46,$83.37,$59.91,$83.38,$96.96,$93.85,$67.71,$55.90, 
2018, Apr,$92.13,$106.11,$82.68,$63.20,$90.13,$103.49,$90.53,$70.03,$60.50, 
2018, May,$109.81,$139.38,$90.53,$77.02,$100.87,$117.25,$118.58,$71.82,$69.49, 
2018, Jun,$131.59,$167.80,$97.95,$85.89,$122.58,$134.36,$158.50,$71.97,$103.91, 
2018, Jul,$136.50,$191.61,$84.89,$106.76,$127.82,$134.28,$149.51,$74.76,$110.07, 
2018, Aug,$145.84,$200.66,$100.10,$121.64,$154.47,$145.79,$162.08,$69.37,$97.67, 
2018, Sep,$134.77,$162.72,$96.47,$94.85,$139.93,$147.60,$146.23,$72.09,$111.35, 
2018, Oct,$111.22,$118.74,$94.70,$81.96,$111.90,$125.17,$137.84,$75.95,$73.80, 
2018, Nov,$92.99,$93.78,$91.43,$70.15,$81.40,$108.33,$97.70,$74.74,$64.34, 
2018, Dec,$76.20,$100.45,$65.54,$42.38,$51.85,$76.93,$95.92,$48.89,$41.26, 
2019, Jan,$74.90,$99.18,$67.14,$46.72,$50.73,$78.65,$77.92,$54.17,$40.40, 
2019, Feb,$88.19,$111.86,$83.85,$55.26,$65.45,$91.94,$100.80,$59.20,$47.08, 
2019, Mar,$89.40,$112.88,$86.34,$60.86,$78.59,$94.61,$91.33,$63.09,$56.02, 
2019, Apr,$94.78,$116.88,$78.68,$62.22,$78.90,$106.29,$99.49,$67.51,$59.10, 
2019, May,$112.20,$144.66,$88.13,$76.88,$109.57,$120.06,$129.42,$71.20,$72.54, 
2019, Jun,$132.28,$180.98,$93,$88.13,$118.06,$133.34,$157.01,$68.52,$105.36, 
2019, Jul,$136.57,$191.02,$85.05,$116.60,$130.07,$130.65,$144.93,$74.75,$97.38, 
2019, Aug,$142.32,$195.51,$94.36,$129.26,$146.69,$141.83,$163.69,$71.69,$108.95, 
2019, Sep,$130.64,$168.10,$92.45,$91.25,$138.16,$139.04,$149.29,$66.66,$103.67, 
2019, Oct,$107.19,$114.57,$100.54,$75.39,$107.03,$121.43,$135.74,$74.39,$78.29, 
2019, Nov,$90.86,$94.11,$84.27,$68.05,$81.06,$105,$100.81,$71.24,$68, 
2019, Dec,$75.33,$103.25,$61.86,$44.20,$52.48,$77.48,$90.98,$49.23,$43.89, 
2020, Jan,$73.97,$97.84,$67.02,$46.73,$54.33,$78.87,$80.39,$55.38,$37.55, 
2020, Feb,$87.93,$111.78,$81.78,$52.70,$65.06,$91.69,$105.85,$62.30,$48.15, 
2020, Mar,$44.86,$57.68,$43.24,$29.64,$39.55,$47.37,$41.63,$37.84,$31.39, 
2020, Apr,$13.80,$17.14,$13.33,$8.44,$14.31,$15.31,$7.61,$13.57,$6.87, 
2020, May,$19.08,$23.25,$18.86,$14.33,$16.50,$19.51,$15.84,$18.35,$9.93, 
2020, Jun,$27.81,$38.62,$31.77,$20.48,$19.68,$25.15,$21.68,$25.45,$16.09, 
2020, Jul,$43.62,$67.57,$47.59,$32.26,$30.89,$38.26,$38.28,$32.83,$28.51, 
2020, Aug,$56.07,$83.85,$50.28,$45.01,$39.70,$53.11,$48.52,$38.87,$39.42, 
2020, Sep,$47.91,$67.97,$40.83,$36.30,$37.49,$46.12,$39.69,$38.67,$32.55, 
2020, Oct,$36.40,$50.86,$36.81,$25.89,$35.64,$35.89,$20,$34.99,$27.76, 
2020, Nov,$30.35,$37.46,$27.01,$21.26,$31.84,$32.23,$20.93,$26.56,$30.05, 
2020, Dec,$25.09,$34.30,$21.33,$14.71,$17.15,$26.50,$22.26,$20.70,$19.25, 
2021, Jan,$23.70,$35.47,$25.66,$11.88,$20.44,$22.84,$16.42,$24.37,$18.03, 
2021, Feb,$30.59,$43.50,$30.29,$15.84,$27.60,$29.71,$24.21,$29.92,$13.30, 
2021, Mar,$37.99,$56.58,$35.01,$24.81,$30.34,$37.44,$32.14,$30.44,$15.06, 
2021, Apr,$33.67,$46.74,$34.96,$23.46,$26.91,$33.42,$26.02,$27.27,$26.48, 
2021, May,$31.95,$42.15,$30.71,$25.45,$16.09,$32.63,$28.98,$31.91,$28.02, 
2021, Jun,$45.92,$71.31,$34.68,$30.12,$24.20,$43.83,$44.73,$39.74,$28.54, 
2021, Jul,$80.67,$128.69,$59.05,$66.72,$55.87,$71.69,$85.14,$53.62,$55.06, 
2021, Aug,$103.20,$148.59,$85.27,$100.43,$97.24,$99.10,$104.58,$64.68,$78.30, 
2021, Sep,$86.86,$117.72,$75.69,$74.17,$97.57,$89.85,$79.71,$54.97,$74.26, 
2021, Oct,$71.99,$90.20,$63.70,$45.82,$76.44,$78.71,$78.68,$53.49,$54.94, 
2021, Nov,$67.34,$80.25,$61,$43.33,$63.07,$73.46,$69.13,$56.51,$51.81, 
2021, Dec,$62.49,$89.48,$50.84,$33.96,$43.76,$62.64,$67.57,$44.59,$38.17, 
2022, Jan,$42.38,$68.21,$35.58,$19.22,$28.90,$39,$30.77,$39.95,$24.54, 
2022, Feb,$62.26,$94.93,$51.18,$34.99,$43.92,$59.31,$57.17,$49.89,$31.59, 
2022, Mar,$78.29,$113.77,$69.18,$54.84,$70.75,$74.38,$78.83,$58.32,$41.43, 
2022, Apr,$88.12,$123.89,$73.86,$59.89,$78.55,$90.84,$84.51,$62.99,$56.22, 
2022, May,$106.81,$146.46,$93.38,$72.35,$99.04,$110.80,$112.75,$69.39,$72.54, 
2022, Jun,$139.26,$182.06,$101.76,$90.80,$129.89,$146.79,$164.57,$77.68,$126.78, 
